Commodity,ID,Date,Value,Volume
Coal,QL,3/15/2003,31.5,0
Coal,QL,2/15/2003,31.5,0
Coal,QL,1/15/2003,30,0
Coal,QL,12/15/2002,29.55,0
Coal,QL,11/15/2002,28.15,5
Coal,QL,10/15/2002,28,0
Coal,QL,9/15/2002,28.7,0
Coal,QL,8/15/2002,28.4,0
Coal,QL,7/15/2002,29.35,5
Coal,QL,6/15/2002,27,0
Coal,QL,5/15/2002,27,0
Coal,QL,4/15/2002,27.6,0
Coal,QL,3/15/2002,25,0
Coal,QL,2/15/2002,25.15,5
Coal,QL,1/15/2002,26.8,5
Coal,QL,12/15/2001,28.25,0
Coal,QL,11/15/2001,30,0
Coal,QL,10/15/2001,35,7
Coal,QL,9/15/2001,36.25,0
Coal,QL,8/15/2001,48.5,0
Coal,QL,7/15/2001,39.75,0
Coal,QL,6/15/2001,0,0
Coal,QL,5/15/2001,0,0
Coal,QL,4/15/2001,0,0
Coal,QL,3/15/2001,0,0
Coal,QL,2/15/2001,0,0
Coal,QL,1/15/2001,0,0
Coal,QL,12/15/2000,0,0
Coal,QL,11/15/2000,0,0
Coal,QL,10/15/2000,0,0
Coal,QL,9/15/2000,0,0
Coal,QL,8/15/2000,0,0
Coal,QL,7/15/2000,0,0
Coal,QL,6/15/2000,0,0
Coal,QL,5/15/2000,0,0
Coal,QL,4/15/2000,0,0
Coal,QL,3/15/2000,0,0
Coal,QL,2/15/2000,0,0
Coal,QL,1/15/2000,0,0
Coal,QL,12/15/1999,0,0
Coal,QL,11/15/1999,0,0
Coal,QL,10/15/1999,0,0
Coal,QL,9/15/1999,0,0
Coal,QL,8/15/1999,0,0
Coal,QL,7/15/1999,0,0
Coal,QL,6/15/1999,0,0
Coal,QL,5/15/1999,0,0
Coal,QL,4/15/1999,0,0
Coal,QL,3/15/1999,0,0
Coal,QL,2/15/1999,0,0
Coal,QL,1/15/1999,0,0
Coal,QL,12/15/1998,0,0
Coal,QL,11/15/1998,0,0
Coal,QL,10/15/1998,0,0
Coal,QL,9/15/1998,0,0
Coal,QL,8/15/1998,0,0
Coal,QL,7/15/1998,0,0
Coal,QL,6/15/1998,0,0
Coal,QL,5/15/1998,0,0
Coal,QL,4/15/1998,0,0
Coal,QL,3/15/1998,0,0
Coal,QL,2/15/1998,0,0
Coal,QL,1/15/1998,0,0
Coal,QL,12/15/1997,0,0
Coal,QL,11/15/1997,0,0
Coal,QL,10/15/1997,0,0
Coal,QL,9/15/1997,0,0
Coal,QL,8/15/1997,0,0
Coal,QL,7/15/1997,0,0
Coal,QL,6/15/1997,0,0
Coal,QL,5/15/1997,0,0
Coal,QL,4/15/1997,0,0
Coal,QL,3/15/1997,0,0
Coal,QL,2/15/1997,0,0
Coal,QL,1/15/1997,0,0
Coal,QL,12/15/1996,0,0
Coal,QL,11/15/1996,0,0
Coal,QL,10/15/1996,0,0
Coal,QL,9/15/1996,0,0
Coal,QL,8/15/1996,0,0
Coal,QL,7/15/1996,0,0
Coal,QL,6/15/1996,0,0
Coal,QL,5/15/1996,0,0
Coal,QL,4/15/1996,0,0
Coal,QL,3/15/1996,0,0
Coal,QL,2/15/1996,0,0
Coal,QL,1/15/1996,0,0
Coal,QL,12/15/1995,0,0
Coal,QL,11/15/1995,0,0
Coal,QL,10/15/1995,0,0
Coal,QL,9/15/1995,0,0
Coal,QL,8/15/1995,0,0
Coal,QL,7/15/1995,0,0
Coal,QL,6/15/1995,0,0
Coal,QL,5/15/1995,0,0
Coal,QL,4/15/1995,0,0
Coal,QL,3/15/1995,0,0
Coal,QL,2/15/1995,0,0
Coal,QL,1/15/1995,0,0
Coal,QL,12/15/1994,0,0
Coal,QL,11/15/1994,0,0
Coal,QL,10/15/1994,0,0
Coal,QL,9/15/1994,0,0
Coal,QL,8/15/1994,0,0
Coal,QL,7/15/1994,0,0
Coal,QL,6/15/1994,0,0
Coal,QL,5/15/1994,0,0
Coal,QL,4/15/1994,0,0
Coal,QL,3/15/1994,0,0
Coal,QL,2/15/1994,0,0
Coal,QL,1/15/1994,0,0
Coal,QL,12/15/1993,0,0
Coal,QL,11/15/1993,0,0
Coal,QL,10/15/1993,0,0
Coal,QL,9/15/1993,0,0
Coal,QL,8/15/1993,0,0
Coal,QL,7/15/1993,0,0
Coal,QL,6/15/1993,0,0
Coal,QL,5/15/1993,0,0
Coal,QL,4/15/1993,0,0
Coal,QL,3/15/1993,0,0
Coal,QL,2/15/1993,0,0
Coal,QL,1/15/1993,0,0
Coal,QL,12/15/1992,0,0
Coal,QL,11/15/1992,0,0
Coal,QL,10/15/1992,0,0
Coal,QL,9/15/1992,0,0
Coal,QL,8/15/1992,0,0
Coal,QL,7/15/1992,0,0
Coal,QL,6/15/1992,0,0
Coal,QL,5/15/1992,0,0
Coal,QL,4/15/1992,0,0
Coal,QL,3/15/1992,0,0
Coal,QL,2/15/1992,0,0
Coal,QL,1/15/1992,0,0
Coal,QL,12/15/1991,0,0
Coal,QL,11/15/1991,0,0
Coal,QL,10/15/1991,0,0
Coal,QL,9/15/1991,0,0
Coal,QL,8/15/1991,0,0
Coal,QL,7/15/1991,0,0
Coal,QL,6/15/1991,0,0
Coal,QL,5/15/1991,0,0
Coal,QL,4/15/1991,0,0
Coal,QL,3/15/1991,0,0
Coal,QL,2/15/1991,0,0
Coal,QL,1/15/1991,0,0
Coal,QL,12/15/1990,0,0
Coal,QL,11/15/1990,0,0
Coal,QL,10/15/1990,0,0
Coal,QL,9/15/1990,0,0
Coal,QL,8/15/1990,0,0
Coal,QL,7/15/1990,0,0
Coal,QL,6/15/1990,0,0
Coal,QL,5/15/1990,0,0
Coal,QL,4/15/1990,0,0
Coal,QL,3/15/1990,0,0
Coal,QL,2/15/1990,0,0
Coal,QL,1/15/1990,0,0
Coal,QL,12/15/1989,0,0
Coal,QL,11/15/1989,0,0
Coal,QL,10/15/1989,0,0
Coal,QL,9/15/1989,0,0
Coal,QL,8/15/1989,0,0
Coal,QL,7/15/1989,0,0
Coal,QL,6/15/1989,0,0
Coal,QL,5/15/1989,0,0
Coal,QL,4/15/1989,0,0
Coal,QL,3/15/1989,0,0
Coal,QL,2/15/1989,0,0
Coal,QL,1/15/1989,0,0
Coal,QL,12/15/1988,0,0
Coal,QL,11/15/1988,0,0
Coal,QL,10/15/1988,0,0
Coal,QL,9/15/1988,0,0
Coal,QL,8/15/1988,0,0
Coal,QL,7/15/1988,0,0
Coal,QL,6/15/1988,0,0
Coal,QL,5/15/1988,0,0
Coal,QL,4/15/1988,0,0
Coal,QL,3/15/1988,0,0
Coal,QL,2/15/1988,0,0
Coal,QL,1/15/1988,0,0
Coal,QL,12/15/1987,0,0
Coal,QL,11/15/1987,0,0
Coal,QL,10/15/1987,0,0
Coal,QL,9/15/1987,0,0
Coal,QL,8/15/1987,0,0
Coal,QL,7/15/1987,0,0
Coal,QL,6/15/1987,0,0
Coal,QL,5/15/1987,0,0
Coal,QL,4/15/1987,0,0
Coal,QL,3/15/1987,0,0
Coal,QL,2/15/1987,0,0
Coal,QL,1/15/1987,0,0
Coal,QL,12/15/1986,0,0
Coal,QL,11/15/1986,0,0
Coal,QL,10/15/1986,0,0
Coal,QL,9/15/1986,0,0
Coal,QL,8/15/1986,0,0
Coal,QL,7/15/1986,0,0
Coal,QL,6/15/1986,0,0
Coal,QL,5/15/1986,0,0
Coal,QL,4/15/1986,0,0
Coal,QL,3/15/1986,0,0
Coal,QL,2/15/1986,0,0
Coal,QL,1/15/1986,0,0
Coal,QL,12/15/1985,0,0
Coal,QL,11/15/1985,0,0
Coal,QL,10/15/1985,0,0
Coal,QL,9/15/1985,0,0
Coal,QL,8/15/1985,0,0
Coal,QL,7/15/1985,0,0
Coal,QL,6/15/1985,0,0
Coal,QL,5/15/1985,0,0
Coal,QL,4/15/1985,0,0
Coal,QL,3/15/1985,0,0
Coal,QL,2/15/1985,0,0
Coal,QL,1/15/1985,0,0
Coal,QL,12/15/1984,0,0
Coal,QL,11/15/1984,0,0
Coal,QL,10/15/1984,0,0
Coal,QL,9/15/1984,0,0
Coal,QL,8/15/1984,0,0
Coal,QL,7/15/1984,0,0
Coal,QL,6/15/1984,0,0
Coal,QL,5/15/1984,0,0
Coal,QL,4/15/1984,0,0
Coal,QL,3/15/1984,0,0
Coal,QL,2/15/1984,0,0
Coal,QL,1/15/1984,0,0
Coal,QL,12/15/1983,0,0
Coal,QL,11/15/1983,0,0
Coal,QL,10/15/1983,0,0
Coal,QL,9/15/1983,0,0
Coal,QL,8/15/1983,0,0
Coal,QL,7/15/1983,0,0
Coal,QL,6/15/1983,0,0
Coal,QL,5/15/1983,0,0
Coal,QL,4/15/1983,0,0
Coal,QL,3/15/1983,0,0
Coal,QL,2/15/1983,0,0
Coal,QL,1/15/1983,0,0
Coal,QL,12/15/1982,0,0
Coal,QL,11/15/1982,0,0
Coal,QL,10/15/1982,0,0
Coal,QL,9/15/1982,0,0
Coal,QL,8/15/1982,0,0
Coal,QL,7/15/1982,0,0
Coal,QL,6/15/1982,0,0
Coal,QL,5/15/1982,0,0
Coal,QL,4/15/1982,0,0
Coal,QL,3/15/1982,0,0
Coal,QL,2/15/1982,0,0
Coal,QL,1/15/1982,0,0
Coal,QL,12/15/1981,0,0
Coal,QL,11/15/1981,0,0
Coal,QL,10/15/1981,0,0
Coal,QL,9/15/1981,0,0
Coal,QL,8/15/1981,0,0
Coal,QL,7/15/1981,0,0
Coal,QL,6/15/1981,0,0
Coal,QL,5/15/1981,0,0
Coal,QL,4/15/1981,0,0
Coal,QL,3/15/1981,0,0
Coal,QL,2/15/1981,0,0
Coal,QL,1/15/1981,0,0
Coal,QL,12/15/1980,0,0
Coal,QL,11/15/1980,0,0
Coal,QL,10/15/1980,0,0
Coal,QL,9/15/1980,0,0
Coal,QL,8/15/1980,0,0
Coal,QL,7/15/1980,0,0
Coal,QL,6/15/1980,0,0
Coal,QL,5/15/1980,0,0
Coal,QL,4/15/1980,0,0
Coal,QL,3/15/1980,0,0
Coal,QL,2/15/1980,0,0
Coal,QL,1/15/1980,0,0
Coal,QL,12/15/1979,0,0
Coal,QL,11/15/1979,0,0
Coal,QL,10/15/1979,0,0
Coal,QL,9/15/1979,0,0
Coal,QL,8/15/1979,0,0
Coal,QL,7/15/1979,0,0
Coal,QL,6/15/1979,0,0
Coal,QL,5/15/1979,0,0
Coal,QL,4/15/1979,0,0
Coal,QL,3/15/1979,0,0
Coal,QL,2/15/1979,0,0
Coal,QL,1/15/1979,0,0
Coal,QL,12/15/1978,0,0
Coal,QL,11/15/1978,0,0
Coal,QL,10/15/1978,0,0
Coal,QL,9/15/1978,0,0
Coal,QL,8/15/1978,0,0
Coal,QL,7/15/1978,0,0
Coal,QL,6/15/1978,0,0
Coal,QL,5/15/1978,0,0
Coal,QL,4/15/1978,0,0
Coal,QL,3/15/1978,0,0
Coal,QL,2/15/1978,0,0
Coal,QL,1/15/1978,0,0
Coal,QL,12/15/1977,0,0
Coal,QL,11/15/1977,0,0
Coal,QL,10/15/1977,0,0
Coal,QL,9/15/1977,0,0
Coal,QL,8/15/1977,0,0
Coal,QL,7/15/1977,0,0
Coal,QL,6/15/1977,0,0
Coal,QL,5/15/1977,0,0
Coal,QL,4/15/1977,0,0
Coal,QL,3/15/1977,0,0
Coal,QL,2/15/1977,0,0
Coal,QL,1/15/1977,0,0
Coal,QL,12/15/1976,0,0
Coal,QL,11/15/1976,0,0
Coal,QL,10/15/1976,0,0
Coal,QL,9/15/1976,0,0
Coal,QL,8/15/1976,0,0
Coal,QL,7/15/1976,0,0
Coal,QL,6/15/1976,0,0
Coal,QL,5/15/1976,0,0
Coal,QL,4/15/1976,0,0
Coal,QL,3/15/1976,0,0
Coal,QL,2/15/1976,0,0
Coal,QL,1/15/1976,0,0
Coal,QL,12/15/1975,0,0
Coal,QL,11/15/1975,0,0
Coal,QL,10/15/1975,0,0
Coal,QL,9/15/1975,0,0
Coal,QL,8/15/1975,0,0
Coal,QL,7/15/1975,0,0
Coal,QL,6/15/1975,0,0
Coal,QL,5/15/1975,0,0
Coal,QL,4/15/1975,0,0
Coal,QL,3/15/1975,0,0
Coal,QL,2/15/1975,0,0
Coal,QL,1/15/1975,0,0
Coal,QL,12/15/1974,0,0
Coal,QL,11/15/1974,0,0
Coal,QL,10/15/1974,0,0
Coal,QL,9/15/1974,0,0
Coal,QL,8/15/1974,0,0
Coal,QL,7/15/1974,0,0
Coal,QL,6/15/1974,0,0
Coal,QL,5/15/1974,0,0
Coal,QL,4/15/1974,0,0
Coal,QL,3/15/1974,0,0
Coal,QL,2/15/1974,0,0
Coal,QL,1/15/1974,0,0
Coal,QL,12/15/1973,0,0
Coal,QL,11/15/1973,0,0
Coal,QL,10/15/1973,0,0
Coal,QL,9/15/1973,0,0
Coal,QL,8/15/1973,0,0
Coal,QL,7/15/1973,0,0
Coal,QL,6/15/1973,0,0
Coal,QL,5/15/1973,0,0
Coal,QL,4/15/1973,0,0
Coal,QL,3/15/1973,0,0
Coal,QL,2/15/1973,0,0
Coal,QL,1/15/1973,0,0
Coal,QL,12/15/1972,0,0
Coal,QL,11/15/1972,0,0
Coal,QL,10/15/1972,0,0
Coal,QL,9/15/1972,0,0
Coal,QL,8/15/1972,0,0
Coal,QL,7/15/1972,0,0
Coal,QL,6/15/1972,0,0
Coal,QL,5/15/1972,0,0
Coal,QL,4/15/1972,0,0
Coal,QL,3/15/1972,0,0
Coal,QL,2/15/1972,0,0
Coal,QL,1/15/1972,0,0
Coal,QL,12/15/1971,0,0
Coal,QL,11/15/1971,0,0
Coal,QL,10/15/1971,0,0
Coal,QL,9/15/1971,0,0
Coal,QL,8/15/1971,0,0
Coal,QL,7/15/1971,0,0
Coal,QL,6/15/1971,0,0
Coal,QL,5/15/1971,0,0
Coal,QL,4/15/1971,0,0
Coal,QL,3/15/1971,0,0
Coal,QL,2/15/1971,0,0
Coal,QL,1/15/1971,0,0
Coal,QL,12/15/1970,0,0
Coal,QL,11/15/1970,0,0
Coal,QL,10/15/1970,0,0
Coal,QL,9/15/1970,0,0
Coal,QL,8/15/1970,0,0
Coal,QL,7/15/1970,0,0
Coal,QL,6/15/1970,0,0
Coal,QL,5/15/1970,0,0
Coal,QL,4/15/1970,0,0
Coal,QL,3/15/1970,0,0
Coal,QL,2/15/1970,0,0
Coal,QL,1/15/1970,0,0
Coal,QL,12/15/1969,0,0
Coal,QL,11/15/1969,0,0
Coal,QL,10/15/1969,0,0
Coal,QL,9/15/1969,0,0
Coal,QL,8/15/1969,0,0
Coal,QL,7/15/1969,0,0
Coal,QL,6/15/1969,0,0
Coal,QL,5/15/1969,0,0
Coal,QL,4/15/1969,0,0
Coal,QL,3/15/1969,0,0
Coal,QL,2/15/1969,0,0
Coal,QL,1/15/1969,0,0
Coal,QL,12/15/1968,0,0
Coal,QL,11/15/1968,0,0
Coal,QL,10/15/1968,0,0
Coal,QL,9/15/1968,0,0
Coal,QL,8/15/1968,0,0
Coal,QL,7/15/1968,0,0
Coal,QL,6/15/1968,0,0
Coal,QL,5/15/1968,0,0
Coal,QL,4/15/1968,0,0
Coal,QL,3/15/1968,0,0
Coal,QL,2/15/1968,0,0
Coal,QL,1/15/1968,0,0
Coal,QL,12/15/1967,0,0
Coal,QL,11/15/1967,0,0
Coal,QL,10/15/1967,0,0
Coal,QL,9/15/1967,0,0
Coal,QL,8/15/1967,0,0
Coal,QL,7/15/1967,0,0
Coal,QL,6/15/1967,0,0
Coal,QL,5/15/1967,0,0
Coal,QL,4/15/1967,0,0
Coal,QL,3/15/1967,0,0
Coal,QL,2/15/1967,0,0
Coal,QL,1/15/1967,0,0
Coal,QL,12/15/1966,0,0
Coal,QL,11/15/1966,0,0
Coal,QL,10/15/1966,0,0
Coal,QL,9/15/1966,0,0
Coal,QL,8/15/1966,0,0
Coal,QL,7/15/1966,0,0
Coal,QL,6/15/1966,0,0
Coal,QL,5/15/1966,0,0
Coal,QL,4/15/1966,0,0
Coal,QL,3/15/1966,0,0
Coal,QL,2/15/1966,0,0
Coal,QL,1/15/1966,0,0
Coal,QL,12/15/1965,0,0
Coal,QL,11/15/1965,0,0
Coal,QL,10/15/1965,0,0
Coal,QL,9/15/1965,0,0
Coal,QL,8/15/1965,0,0
Coal,QL,7/15/1965,0,0
Coal,QL,6/15/1965,0,0
Coal,QL,5/15/1965,0,0
Coal,QL,4/15/1965,0,0
Coal,QL,3/15/1965,0,0
Coal,QL,2/15/1965,0,0
Coal,QL,1/15/1965,0,0
Coal,QL,12/15/1964,0,0
Coal,QL,11/15/1964,0,0
Coal,QL,10/15/1964,0,0
Coal,QL,9/15/1964,0,0
Coal,QL,8/15/1964,0,0
Coal,QL,7/15/1964,0,0
Coal,QL,6/15/1964,0,0
Coal,QL,5/15/1964,0,0
Coal,QL,4/15/1964,0,0
Coal,QL,3/15/1964,0,0
Coal,QL,2/15/1964,0,0
Coal,QL,1/15/1964,0,0
Coal,QL,12/15/1963,0,0
Coal,QL,11/15/1963,0,0
Coal,QL,10/15/1963,0,0
Coal,QL,9/15/1963,0,0
Coal,QL,8/15/1963,0,0
Coal,QL,7/15/1963,0,0
Coal,QL,6/15/1963,0,0
Coal,QL,5/15/1963,0,0
Coal,QL,4/15/1963,0,0
Coal,QL,3/15/1963,0,0
Coal,QL,2/15/1963,0,0
Coal,QL,1/15/1963,0,0
Coal,QL,12/15/1962,0,0
Coal,QL,11/15/1962,0,0
Coal,QL,10/15/1962,0,0
Coal,QL,9/15/1962,0,0
Coal,QL,8/15/1962,0,0
Coal,QL,7/15/1962,0,0
Coal,QL,6/15/1962,0,0
Coal,QL,5/15/1962,0,0
Coal,QL,4/15/1962,0,0
Coal,QL,3/15/1962,0,0
Coal,QL,2/15/1962,0,0
Coal,QL,1/15/1962,0,0
Coal,QL,12/15/1961,0,0
Coal,QL,11/15/1961,0,0
Coal,QL,10/15/1961,0,0
Coal,QL,9/15/1961,0,0
Coal,QL,8/15/1961,0,0
Coal,QL,7/15/1961,0,0
Coal,QL,6/15/1961,0,0
Coal,QL,5/15/1961,0,0
Coal,QL,4/15/1961,0,0
Coal,QL,3/15/1961,0,0
Coal,QL,2/15/1961,0,0
Coal,QL,1/15/1961,0,0
Coal,QL,12/15/1960,0,0
Coal,QL,11/15/1960,0,0
Coal,QL,10/15/1960,0,0
Coal,QL,9/15/1960,0,0
Coal,QL,8/15/1960,0,0
Coal,QL,7/15/1960,0,0
Coal,QL,6/15/1960,0,0
Coal,QL,5/15/1960,0,0
Coal,QL,4/15/1960,0,0
Coal,QL,3/15/1960,0,0
Coal,QL,2/15/1960,0,0
Coal,QL,1/15/1960,0,0
Coal,QL,12/15/1959,0,0
Coal,QL,11/15/1959,0,0
Coal,QL,10/15/1959,0,0
Coal,QL,9/15/1959,0,0
Coal,QL,8/15/1959,0,0
Coal,QL,7/15/1959,0,0
Coal,QL,6/15/1959,0,0
Coal,QL,5/15/1959,0,0
Coal,QL,4/15/1959,0,0
Coal,QL,3/15/1959,0,0
Coal,QL,2/15/1959,0,0
Coal,QL,1/15/1959,0,0
Coal,QL,12/15/1958,0,0
Coal,QL,11/15/1958,0,0
Coal,QL,10/15/1958,0,0
Coal,QL,9/15/1958,0,0
Coal,QL,8/15/1958,0,0
Coal,QL,7/15/1958,0,0
Coal,QL,6/15/1958,0,0
Coal,QL,5/15/1958,0,0
Coal,QL,4/15/1958,0,0
Coal,QL,3/15/1958,0,0
Coal,QL,2/15/1958,0,0
Coal,QL,1/15/1958,0,0
Coal,QL,12/15/1957,0,0
Coal,QL,11/15/1957,0,0
Coal,QL,10/15/1957,0,0
Coal,QL,9/15/1957,0,0
Coal,QL,8/15/1957,0,0
Coal,QL,7/15/1957,0,0
Coal,QL,6/15/1957,0,0
Coal,QL,5/15/1957,0,0
Coal,QL,4/15/1957,0,0
Coal,QL,3/15/1957,0,0
Coal,QL,2/15/1957,0,0
Coal,QL,1/15/1957,0,0
Coal,QL,12/15/1956,0,0
Coal,QL,11/15/1956,0,0
Coal,QL,10/15/1956,0,0
Coal,QL,9/15/1956,0,0
Coal,QL,8/15/1956,0,0
Coal,QL,7/15/1956,0,0
Coal,QL,6/15/1956,0,0
Coal,QL,5/15/1956,0,0
Coal,QL,4/15/1956,0,0
Coal,QL,3/15/1956,0,0
Coal,QL,2/15/1956,0,0
Coal,QL,1/15/1956,0,0
Coal,QL,12/15/1955,0,0
Coal,QL,11/15/1955,0,0
Coal,QL,10/15/1955,0,0
Coal,QL,9/15/1955,0,0
Coal,QL,8/15/1955,0,0
Coal,QL,7/15/1955,0,0
Coal,QL,6/15/1955,0,0
Coal,QL,5/15/1955,0,0
Coal,QL,4/15/1955,0,0
Coal,QL,3/15/1955,0,0
Coal,QL,2/15/1955,0,0
Coal,QL,1/15/1955,0,0
Coal,QL,12/15/1954,0,0
Coal,QL,11/15/1954,0,0
Coal,QL,10/15/1954,0,0
Coal,QL,9/15/1954,0,0
Coal,QL,8/15/1954,0,0
Coal,QL,7/15/1954,0,0
Coal,QL,6/15/1954,0,0
Coal,QL,5/15/1954,0,0
Coal,QL,4/15/1954,0,0
Coal,QL,3/15/1954,0,0
Coal,QL,2/15/1954,0,0
Coal,QL,1/15/1954,0,0
Coal,QL,12/15/1953,0,0
Coal,QL,11/15/1953,0,0
Coal,QL,10/15/1953,0,0
Coal,QL,9/15/1953,0,0
Coal,QL,8/15/1953,0,0
Coal,QL,7/15/1953,0,0
Coal,QL,6/15/1953,0,0
Coal,QL,5/15/1953,0,0
Coal,QL,4/15/1953,0,0
Coal,QL,3/15/1953,0,0
Coal,QL,2/15/1953,0,0
Coal,QL,1/15/1953,0,0
Coal,QL,12/15/1952,0,0
Coal,QL,11/15/1952,0,0
Coal,QL,10/15/1952,0,0
Coal,QL,9/15/1952,0,0
Coal,QL,8/15/1952,0,0
Coal,QL,7/15/1952,0,0
Coal,QL,6/15/1952,0,0
Coal,QL,5/15/1952,0,0
Coal,QL,4/15/1952,0,0
Coal,QL,3/15/1952,0,0
Coal,QL,2/15/1952,0,0
Coal,QL,1/15/1952,0,0
Coal,QL,12/15/1951,0,0
Coal,QL,11/15/1951,0,0
Coal,QL,10/15/1951,0,0
Coal,QL,9/15/1951,0,0
Coal,QL,8/15/1951,0,0
Coal,QL,7/15/1951,0,0
Coal,QL,6/15/1951,0,0
Coal,QL,5/15/1951,0,0
Coal,QL,4/15/1951,0,0
Coal,QL,3/15/1951,0,0
Coal,QL,2/15/1951,0,0
Coal,QL,1/15/1951,0,0
Coal,QL,12/15/1950,0,0
Coal,QL,11/15/1950,0,0
Coal,QL,10/15/1950,0,0
Coal,QL,9/15/1950,0,0
Coal,QL,8/15/1950,0,0
Coal,QL,7/15/1950,0,0
Coal,QL,6/15/1950,0,0
Coal,QL,5/15/1950,0,0
Coal,QL,4/15/1950,0,0
Coal,QL,3/15/1950,0,0
Coal,QL,2/15/1950,0,0
Coal,QL,1/15/1950,0,0
Coal,QL,12/15/1949,0,0
Coal,QL,11/15/1949,0,0
Coal,QL,10/15/1949,0,0
Coal,QL,9/15/1949,0,0
Coal,QL,8/15/1949,0,0
Coal,QL,7/15/1949,0,0
Coal,QL,6/15/1949,0,0
Coal,QL,5/15/1949,0,0
Coal,QL,4/15/1949,0,0
Coal,QL,3/15/1949,0,0
Coal,QL,2/15/1949,0,0
Coal,QL,1/15/1949,0,0
Coal,QL,12/15/1948,0,0
Coal,QL,11/15/1948,0,0
Coal,QL,10/15/1948,0,0
Coal,QL,9/15/1948,0,0
Coal,QL,8/15/1948,0,0
Coal,QL,7/15/1948,0,0
Coal,QL,6/15/1948,0,0
Coal,QL,5/15/1948,0,0
Coal,QL,4/15/1948,0,0
Coal,QL,3/15/1948,0,0
Coal,QL,2/15/1948,0,0
Coal,QL,1/15/1948,0,0
Coal,QL,12/15/1947,0,0
Coal,QL,11/15/1947,0,0
Coal,QL,10/15/1947,0,0
Coal,QL,9/15/1947,0,0
Coal,QL,8/15/1947,0,0
Coal,QL,7/15/1947,0,0
Coal,QL,6/15/1947,0,0
Coal,QL,5/15/1947,0,0
Coal,QL,4/15/1947,0,0
Coal,QL,3/15/1947,0,0
Coal,QL,2/15/1947,0,0
Coal,QL,1/15/1947,0,0
Coal,QL,12/15/1946,0,0
Coal,QL,11/15/1946,0,0
Coal,QL,10/15/1946,0,0
Coal,QL,9/15/1946,0,0
Coal,QL,8/15/1946,0,0
Coal,QL,7/15/1946,0,0
Coal,QL,6/15/1946,0,0
Coal,QL,5/15/1946,0,0
Coal,QL,4/15/1946,0,0
Coal,QL,3/15/1946,0,0
Coal,QL,2/15/1946,0,0
Coal,QL,1/15/1946,0,0
Coal,QL,12/15/1945,0,0
Coal,QL,11/15/1945,0,0
Coal,QL,10/15/1945,0,0
Coal,QL,9/15/1945,0,0
Coal,QL,8/15/1945,0,0
Coal,QL,7/15/1945,0,0
Coal,QL,6/15/1945,0,0
Coal,QL,5/15/1945,0,0
Coal,QL,4/15/1945,0,0
Coal,QL,3/15/1945,0,0
Coal,QL,2/15/1945,0,0
Coal,QL,1/15/1945,0,0
Coal,QL,12/15/1944,0,0
Coal,QL,11/15/1944,0,0
Coal,QL,10/15/1944,0,0
Coal,QL,9/15/1944,0,0
Coal,QL,8/15/1944,0,0
Coal,QL,7/15/1944,0,0
Coal,QL,6/15/1944,0,0
Coal,QL,5/15/1944,0,0
Coal,QL,4/15/1944,0,0
Coal,QL,3/15/1944,0,0
Coal,QL,2/15/1944,0,0
Coal,QL,1/15/1944,0,0
Coal,QL,12/15/1943,0,0
Coal,QL,11/15/1943,0,0
Coal,QL,10/15/1943,0,0
Coal,QL,9/15/1943,0,0
Coal,QL,8/15/1943,0,0
Coal,QL,7/15/1943,0,0
Coal,QL,6/15/1943,0,0
Coal,QL,5/15/1943,0,0
Coal,QL,4/15/1943,0,0
Coal,QL,3/15/1943,0,0
Coal,QL,2/15/1943,0,0
Coal,QL,1/15/1943,0,0
Coal,QL,12/15/1942,0,0
Coal,QL,11/15/1942,0,0
Coal,QL,10/15/1942,0,0
Coal,QL,9/15/1942,0,0
Coal,QL,8/15/1942,0,0
Coal,QL,7/15/1942,0,0
Coal,QL,6/15/1942,0,0
Coal,QL,5/15/1942,0,0
Coal,QL,4/15/1942,0,0
Coal,QL,3/15/1942,0,0
Coal,QL,2/15/1942,0,0
Coal,QL,1/15/1942,0,0
Coal,QL,12/15/1941,0,0
Coal,QL,11/15/1941,0,0
Coal,QL,10/15/1941,0,0
Coal,QL,9/15/1941,0,0
Coal,QL,8/15/1941,0,0
Coal,QL,7/15/1941,0,0
Coal,QL,6/15/1941,0,0
Coal,QL,5/15/1941,0,0
Coal,QL,4/15/1941,0,0
Coal,QL,3/15/1941,0,0
Coal,QL,2/15/1941,0,0
Coal,QL,1/15/1941,0,0
Coal,QL,12/15/1940,0,0
Coal,QL,11/15/1940,0,0
Coal,QL,10/15/1940,0,0
Coal,QL,9/15/1940,0,0
Coal,QL,8/15/1940,0,0
Coal,QL,7/15/1940,0,0
Coal,QL,6/15/1940,0,0
Coal,QL,5/15/1940,0,0
Coal,QL,4/15/1940,0,0
Coal,QL,3/15/1940,0,0
Coal,QL,2/15/1940,0,0
Coal,QL,1/15/1940,0,0
Coal,QL,12/15/1939,0,0
Coal,QL,11/15/1939,0,0
Coal,QL,10/15/1939,0,0
Coal,QL,9/15/1939,0,0
Coal,QL,8/15/1939,0,0
Coal,QL,7/15/1939,0,0
Coal,QL,6/15/1939,0,0
Coal,QL,5/15/1939,0,0
Coal,QL,4/15/1939,0,0
Coal,QL,3/15/1939,0,0
Coal,QL,2/15/1939,0,0
Coal,QL,1/15/1939,0,0
Coal,QL,12/15/1938,0,0
Coal,QL,11/15/1938,0,0
Coal,QL,10/15/1938,0,0
Coal,QL,9/15/1938,0,0
